Rowen,McKenzie,10/06/54,60.9,male,2442,0412218874,,31731,07/08/59
Wilson,Travi,22/05/91,78.3,unspecified,,0460211645,9551872440,401216,27/07/09
Moosa,Rosas,28/07/76,60.2,male,2506,0491487696,8030745161,619715,26/11/88
Elliot,Tru,20/09/29,,,2935,0497743771,9355754757,,
Espranza,Mac,09/10/73,95.7,male,2473,0434809482,3081096686,77771,14/10/22
Will,Rivas,20/05/10,78.3,male,2584,0473856627,6440536624,146200,10/12/18
Luretta,Clark,09/07/11,58.1,unspecified,2888,0492367272,6823232568,693905,02/11/47
Crosby,Ava,02/01/23,93.3,unspecified,2537,0436237375,5683131838,374197,08/04/94
Wilson,Travys,22/05/91,78.3,unspecified,2834,0460211645,9551872440,236034,21/05/99
Noe,,22/01/03,72.2,female,2191,0442511471,9252141720,364612,05/07/09
Kelan,Pon,27/09/02,89.0,unspecified,2365,0470919838,2390228694,92887,29/10/15
Aubrey,Heath,01/10/92,67.4,female,2719,0422859000,6142626872,218980,27/02/06
And,Daugherty,05/02/27,62.7,female,2872,0406027140,9816757211,22966,02/04/10
Luca,Carr,17/04/37,69.9,male,,0437686556,8530308960,849560,10/02/09
Briella,Li,06/07/33,84.7,unspecified,2834,0497168530,7928550849,645069,31/12/51
Mac,Bishup,31/01/04,66.1,female,2848,0437166812,2722634749,,03/01/21
Adelina,Chang,17/04/20,23.5,male,2192,0432163045,7815223510,54594,11/12/20
Ismael,Chris,03/02/72,53.1,male,2746,0410083750,9682336853,851729,08/06/86
Jude,Kan,01/02/89,75.4,female,2351,0456494748,4419665888,861804,23/04/17
Peiton,Full,02/01/14,,male,2817,0473957878,2096479553,895471,11/07/16
Haly,Proctor,10/09/10,75.2,unspecified,2083,0459734771,8949988015,614990,24/11/24
Helen,Casey,12/04/01,76.9,female,2110,0406140693,8850204466,528729,08/08/10
Req,Bawtista,30/09/67,69.6,female,2650,0480284239,9260547271,127472,07/05/03
And,Daugh,05/02/27,62.7,female,2872,0406027140,,859080,02/03/65
Greta,Austin,04/09/14,63.2,female,2703,0464267056,5108306853,853429,05/09/17
Will,Zuniga,08/01/92,74.8,female,,0416995522,3282625035,266972,17/12/17
Crosby,Ava,02/01/23,93.3,unspecified,2537,0436237375,5683131838,752575,28/08/23
,Miles,22/06/12,65.3,male,2672,0436629955,6559804143,800426,20/08/48
Xim,Rasmusen,17/11/93,,unspecified,2754,0406676309,6018899522,695260,01/11/10
Walt,McBride,02/05/04,107.0,unspecified,2996,0487158881,1586666819,643388,13/02/02
Ast,Estes,17/09/18,68.7,female,2886,0419774080,4558406063,39540,
